x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y
A1400,A0,31.0,A0,A1,A0,A1,A0,A1,A0,A0,75.5,2424.45,A0
A1401,A0,3.0,A0,A1,A2,A0,A1,A0,A1,A1,55.15,159.15,A1
A1402,A0,12.0,A0,A1,A0,A0,A1,A0,A0,A3,67.25,832.3,A0
A1403,A0,1.0,A0,A2,A1,A2,A2,A0,A1,A1,20.05,20.05,A0
A1404,A1,37.0,A0,A1,A2,A0,A1,A1,A1,A2,64.65,2347.85,A0
A1405,A0,71.0,A0,A0,A0,A0,A1,,A0,A3,84.8,6152.4,A0
A1406,A0,72.0,A0,A0,A0,A1,A1,A2,A0,A0,106.1,7548.6,A0
A1407,A1,45.0,A0,A1,A2,A1,A0,A2,A0,A1,81.0,3533.6,A0
A1408,A0,13.0,A0,A1,A0,A1,A1,,A0,A3,72.8,930.05,A0
A1409,A1,37.0,A0,A0,A2,A0,A0,A0,A0,A3,96.55,3580.3,A1
A1410,A0,58.0,A0,A2,A1,A2,A2,A1,A0,A3,19.55,1108.8,A0
A1411,A0,69.0,A0,A1,A0,A0,A0,A2,A1,A2,80.65,5542.55,A0
A1412,A1,68.0,A1,A1,A0,A1,A0,A2,A1,A0,64.35,4539.6,A0
A1413,A0,50.0,A0,A0,A0,A1,A1,A1,A0,A0,90.1,4549.45,A0
A1414,A0,40.0,A0,A1,A2,A0,A0,A1,A1,A3,55.8,2283.3,A0
A1415,A0,12.0,A0,A1,A2,A0,A1,A0,A1,A2,50.25,593.75,A1
A1416,A1,42.0,A0,A0,A2,A0,A1,A0,A0,A0,77.95,3384.0,A1
A1417,A1,28.0,A0,A2,A1,A2,A2,A1,A1,A1,19.9,543.0,A0
A1418,A0,57.0,A0,A0,A2,A0,A0,A2,A1,A3,93.75,5625.55,A0
A1419,A0,64.0,A0,A0,A2,A1,A0,A1,A1,A0,90.25,5629.15,A0
A1420,A0,15.0,A0,A2,A1,A2,A2,A1,A1,A1,19.65,332.65,A0
A1421,A1,17.0,A0,A2,A1,A2,A2,,A1,A1,20.75,418.25,A0
A1422,A0,1.0,A0,A2,A1,A2,A2,A0,A1,A1,20.25,20.25,A0
A1423,A0,35.0,A0,A0,A2,A0,A1,A0,A0,A0,91.5,3236.35,A0
A1424,A1,11.0,A0,A1,A2,A0,A0,A0,A0,A3,66.35,740.8,A1
A1425,A0,1.0,A0,A2,A1,A2,A2,A0,A1,A1,19.7,19.7,A1
A1426,A1,2.0,A0,A1,A2,A0,A0,A0,A0,A1,62.15,113.1,A0
A1427,A0,18.0,A0,A2,A1,A2,A2,A1,A1,A1,19.65,411.25,A0
A1428,A1,66.0,A0,A1,A0,A1,A1,A0,A0,A2,67.45,4508.65,A0
A1429,A0,1.0,A0,A1,A0,A0,A1,,A0,A3,50.75,50.75,A1
A1430,A1,69.0,A0,A2,A1,A2,A2,A1,A0,A0,20.35,1442.65,A0
A1431,A0,47.0,A0,A1,A0,A1,A0,A2,A0,A1,90.5,4318.35,A0
A1432,A0,63.0,A0,A0,A0,A1,A0,A2,A0,A2,104.8,6597.25,A0
A1433,A1,36.0,A1,A1,A2,A1,A1,A2,A1,A0,40.65,1547.35,A0
A1434,A0,72.0,A0,A1,A0,A1,A0,,A1,A2,78.85,5763.15,A0
A1435,A0,70.0,A1,A1,A0,A1,A1,A1,A0,A0,44.05,3011.65,A0
A1436,A0,52.0,A1,A1,A2,A0,A0,A0,A0,A3,39.9,2020.9,A0
A1437,A0,4.0,A0,A2,A1,A2,A2,A0,A0,A1,19.95,59.25,A0
A1438,A1,12.0,A0,A2,A1,A2,A2,A0,A1,A2,19.4,198.1,A0
A1439,A1,18.0,A0,A0,A2,,A0,A0,A0,A3,84.95,1443.65,A0
A1440,A1,46.0,A0,A0,A0,A1,A0,A2,A0,A2,104.4,4904.2,A0
A1441,A0,57.0,A0,A1,A2,A0,A1,A0,A1,A3,55.7,3171.6,A0
A1442,A1,72.0,A0,A1,A0,A1,A0,A2,A0,A2,90.15,6716.45,A0
A1443,A1,5.0,A0,A1,A2,A0,A1,A0,A1,A1,44.8,220.45,A0
A1444,A0,30.0,A0,A0,A0,A1,A1,A1,A1,A2,90.4,2820.65,A0
A1445,A1,,A0,A0,A2,A0,A0,A0,A0,A3,91.25,2351.8,A1
A1446,A0,1.0,A0,A2,A1,A2,A2,,A1,A1,19.25,19.25,A1
A1447,A0,2.0,A0,A0,A2,A0,A1,A0,A1,A3,79.0,143.65,A1
A1448,A1,,A1,A1,A0,A1,A1,,A1,A2,45.05,2560.1,A0
A1449,A1,70.0,A0,A2,A1,A2,A2,A2,A0,A0,19.55,1462.05,A0
A1450,A0,8.0,A1,A1,A2,A0,A1,A0,A0,A3,30.45,226.45,A1
A1451,A0,24.0,A1,A1,A2,A0,A1,A2,A1,A1,35.75,830.8,A0
A1452,A0,47.0,A0,A2,A1,A2,A2,A1,A1,A1,20.05,951.55,A0
A1453,A1,18.0,A0,A0,A2,A0,A0,,A0,A3,96.05,1740.7,A1
A1454,A0,3.0,A0,A0,A2,A1,A0,A0,A0,A2,101.55,298.35,A1
A1455,A1,19.0,A0,A2,A1,A2,A2,A0,A1,A1,19.9,367.55,A0
A1456,A1,35.0,A1,A1,A2,A1,A1,A0,A0,A3,39.85,1434.6,A0
A1457,A0,53.0,A0,A0,A0,A0,A1,A0,A0,A1,80.6,4348.1,A0
A1458,A0,59.0,A0,A2,A1,A2,A2,A2,A1,A1,25.0,1510.5,A0
A1459,A1,67.0,A0,A0,A2,A0,A0,A1,A0,A0,94.35,6341.45,A1
A1460,A0,2.0,A0,A1,A2,A0,A1,A0,A1,A1,56.7,113.55,A1
A1461,A0,34.0,A1,A1,A2,A0,A1,A1,A1,A2,30.4,938.65,A0
A1462,A1,72.0,A0,A1,A2,A1,A0,A2,A0,A2,84.2,5986.55,A0
A1463,A1,71.0,A0,A0,A0,A0,A0,A0,A0,A0,99.65,6951.15,A0
A1464,A0,47.0,A0,A1,A0,A1,A0,A1,A0,A2,86.95,4138.9,A0
A1465,A0,30.0,A0,A1,A0,A0,A0,A0,A0,A3,74.75,2111.3,A0
A1466,A0,61.0,A0,A0,A0,A1,A1,A1,A0,A1,98.3,6066.55,A0
A1467,A1,65.0,A0,A1,A0,A0,A1,A2,A0,A1,59.6,3739.8,A0
A1468,A1,34.0,A0,A0,A2,A0,A1,A0,A1,A3,85.35,2896.6,A0
A1469,A0,55.0,A0,A2,A1,A2,A2,A2,A1,A1,20.5,1177.95,A0
A1470,A0,72.0,A0,A0,A0,A1,A0,A2,A0,A2,109.55,7920.7,A0
A1471,A0,38.0,A0,A1,A0,A1,A1,A1,A0,A0,70.15,2497.35,A1
A1472,A0,25.0,A0,A2,A1,,A2,A0,A1,A1,20.8,460.2,A0
A1473,A0,11.0,A0,A0,A2,A0,A0,A0,A1,A3,86.2,893.2,A0
A1474,A1,4.0,A0,A0,A2,A0,A0,A0,A0,A3,94.3,424.45,A1
A1475,A0,51.0,A0,A1,A2,A0,A1,A1,A1,A0,47.85,2356.75,A0
A1476,A1,31.0,A0,A2,A1,A2,A2,A0,A0,A1,19.55,658.95,A1
A1477,A0,15.0,A0,A2,A1,A2,A2,A0,A0,A1,19.8,309.4,A0
A1478,A0,69.0,A0,A0,A0,A0,A1,A2,A0,A1,92.15,6480.9,A0
A1479,A0,26.0,A0,A1,A2,A0,A0,,A1,A2,75.0,1908.35,A0
A1480,A0,5.0,A0,A1,A2,A0,A1,A0,A0,A2,48.65,235.2,A0
A1481,A1,3.0,A0,A2,A1,A2,A2,A0,A1,A1,18.8,56.0,A0
A1482,A1,37.0,A0,A2,A1,A2,A2,A2,A0,A2,24.1,861.85,A0
A1483,A0,11.0,A0,A0,A0,A0,A1,A0,A0,A3,74.55,824.75,A1
A1484,A0,54.0,A0,A0,A0,A1,A0,A0,A1,A3,109.55,6118.95,A0
A1485,A0,70.0,A0,A1,A0,A1,A0,A2,A0,A3,84.1,5979.7,A0
A1486,A0,70.0,A0,A2,A1,A2,A2,A2,A1,A0,19.85,1433.8,A0
A1487,A0,72.0,A0,A0,A0,A1,A0,A2,A0,A2,110.3,7966.9,A0
A1488,A0,50.0,A0,A2,A1,A2,A2,A1,A0,A1,20.35,938.95,A0
A1489,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A3,69.65,69.65,A1
A1490,A0,,A0,A2,A1,A2,A2,A2,A1,A0,20.05,679.0,A0
A1491,A1,60.0,A0,A0,A0,A1,A0,A2,A0,A0,110.8,6640.7,A0
A1492,A0,61.0,A0,A0,A0,A0,A1,A2,A0,A3,94.1,5638.3,A1
A1493,A0,63.0,A0,A0,A0,A1,A0,A2,A0,A0,110.1,6705.7,A0
A1494,A0,72.0,A0,A2,A1,A2,A2,A2,A1,A3,20.35,1354.4,A0
A1495,A0,8.0,A1,A1,A2,A0,A0,A2,A0,A1,44.55,343.45,A0
A1496,A1,47.0,A0,A0,A0,A1,A1,A0,A0,A2,85.2,3969.35,A1
A1497,A1,39.0,A0,A0,A2,A1,A0,A1,A0,A0,104.7,4134.85,A1
A1498,A0,24.0,A0,A1,A2,,A1,A0,A0,A2,49.55,1210.4,A1
A1499,A1,61.0,A0,A1,A0,A1,A0,A2,A1,A1,88.1,5526.75,A0
A1500,A0,,A0,A1,A0,A0,A1,A0,A0,A2,69.4,3058.3,A0
A1501,A0,7.0,A0,A1,A2,A0,A1,A1,A0,A3,49.75,331.3,A1
A1502,A1,11.0,A0,A2,A1,A2,A2,A0,A0,A1,19.25,180.3,A1
A1503,A0,72.0,A1,A1,A0,A1,A0,A2,A0,A3,64.7,4746.05,A0
A1504,A1,44.0,A0,A1,A2,A1,A0,A1,A1,A2,74.85,3268.05,A0
A1505,A1,57.0,A0,A1,A2,,A1,A2,A1,A2,69.85,4003.0,A0
A1506,A0,52.0,A1,A1,A0,A1,A1,A2,A1,A1,50.2,2554.0,A0
A1507,A0,35.0,A0,A0,A2,A0,A0,A1,A0,A3,89.2,3251.3,A0
A1508,A1,24.0,A0,A2,A1,A2,A2,A1,A1,A1,20.15,456.85,A0
A1509,A1,57.0,A0,A0,A0,A0,A0,A0,A0,A3,100.6,5611.7,A0
A1510,A1,21.0,A0,A0,A2,A0,A0,A0,A0,A3,94.25,1973.75,A1
A1511,A1,1.0,A0,A2,A1,A2,A2,A0,A1,A1,19.55,19.55,A0
A1512,A0,72.0,A0,A0,A0,A1,A0,A1,A0,A2,117.8,8684.8,A1
A1513,A1,6.0,A0,A2,A1,A2,A2,A1,A1,A1,19.7,94.45,A0
A1514,A0,37.0,A0,A1,A0,A1,A1,A2,A1,A2,65.6,2313.8,A0
A1515,A1,34.0,A0,A1,A0,A1,A0,A2,A1,A1,84.75,2839.45,A0
A1516,A0,46.0,A1,A1,A2,A1,A1,,A1,A1,38.25,1755.35,A0
A1517,A0,23.0,A0,A0,A0,A1,A1,A0,A0,A3,99.25,2186.4,A1
A1518,A0,1.0,A0,A0,A0,A0,A1,A0,A1,A0,74.6,74.6,A0
A1519,A0,67.0,A0,A1,A0,A1,A1,A1,A0,A0,69.35,4653.25,A0
A1520,A0,39.0,A0,A0,A0,A1,A0,A0,A0,A3,105.65,4284.8,A1
A1521,A0,10.0,A0,A2,A1,A2,A2,A1,A1,A1,19.5,225.85,A0
A1522,A1,63.0,A0,A1,A0,A1,A1,A2,A1,A1,63.55,4014.2,A0
A1523,A1,1.0,A0,A1,A2,A0,A1,A0,A0,A1,53.55,53.55,A1
A1524,A1,56.0,A0,A0,A2,A1,A1,A2,A1,A2,80.3,4513.65,A0
A1525,A0,1.0,A0,A1,A2,A0,A1,A0,A0,A1,45.55,45.55,A0
A1526,A0,40.0,A0,A0,A2,A1,A1,A1,A0,A3,85.05,3355.65,A0
A1527,A1,71.0,A0,A1,A0,A0,A1,A1,A1,A3,69.2,4982.5,A0
A1528,A0,3.0,A0,A2,A1,A2,A2,A0,A0,A1,19.65,68.35,A0
A1529,A1,2.0,A0,A0,A2,A0,A0,A0,A0,A3,84.05,186.05,A0
A1530,A0,18.0,A0,A1,A2,A1,A0,A1,A0,A0,82.0,1425.45,A1
A1531,A0,6.0,A0,A1,A0,A0,A1,A0,A0,A2,55.7,335.65,A0
A1532,A1,45.0,A0,A0,A0,A0,A0,A1,A1,A2,96.75,4442.75,A0
A1533,A0,15.0,A0,A0,A2,A0,A1,A0,A0,A0,74.2,1133.9,A1
A1534,A0,21.0,A0,A0,A2,A0,A0,A0,A0,A3,84.1,1737.45,A0
A1535,A1,20.0,A0,A2,A1,A2,A2,,A1,A1,20.35,393.15,A0
A1536,A0,20.0,A0,A0,A2,A1,A0,,A0,A3,98.55,1842.8,A1
A1537,A1,42.0,A0,A0,A2,A1,A0,A2,A0,A0,99.0,4135.0,A0
A1538,A1,1.0,A1,A1,A2,A0,A1,A0,A0,A3,35.75,35.75,A1
A1539,A0,7.0,A1,A1,A0,A1,A0,A0,A1,A1,58.85,465.7,A0
A1540,A1,7.0,A0,A2,A1,A2,A2,A0,A1,A1,20.65,158.95,A0
A1541,A0,29.0,A0,A2,A1,A2,A2,A1,A1,A1,19.85,535.05,A0
A1542,A1,31.0,A0,A0,A2,A1,A0,A0,A0,A3,89.9,2806.9,A1
A1543,A0,72.0,A1,A1,A0,A1,A0,A2,A0,A0,65.1,4754.3,A0
A1544,A0,72.0,A0,A2,A1,A2,A2,A2,A1,A2,21.0,1493.75,A0
A1545,A1,23.0,A0,A2,A1,A2,A2,A0,A0,A2,20.3,470.6,A0
A1546,A1,18.0,A0,A0,A2,A0,A1,A0,A0,A3,74.15,1345.75,A0
A1547,A0,71.0,A0,A1,A0,A1,A0,A2,A1,A2,85.45,6029.9,A0
A1548,A0,10.0,A0,A0,A2,A1,A1,A0,A0,A1,79.85,887.35,A0
A1549,A1,31.0,A0,A2,A1,A2,A2,A1,A1,A1,20.95,683.25,A0
A1550,A0,72.0,A1,A1,A0,A1,A0,A2,A0,A0,65.25,4478.85,A0
A1551,A0,2.0,A1,A1,A2,A0,A1,A0,A0,A3,25.05,56.35,A1
A1552,A1,61.0,A1,A1,A0,A1,A1,A2,A1,A0,51.35,3244.4,A0
A1553,A0,17.0,A0,A2,A1,A2,A2,A0,A1,A0,21.1,385.55,A0
A1554,A0,21.0,A0,A2,A1,A2,A2,,A1,A1,19.8,350.1,A0
A1555,A0,6.0,A0,A1,A2,A1,A0,A2,A0,A1,80.25,493.4,A0
A1556,A1,7.0,A1,A1,A0,A0,A0,A0,A0,A0,40.1,293.3,A1
A1557,A0,63.0,A0,A2,A1,,A2,A2,A1,A1,25.25,1559.3,A0
A1558,A0,30.0,A0,A0,A0,A0,A0,A0,A0,A0,94.3,2679.7,A0
A1559,A0,,A0,A0,A0,A0,A0,A0,A0,A2,89.8,5629.55,A0
A1560,A0,62.0,A0,A1,A0,A1,A0,A0,A0,A2,80.4,4981.15,A0
A1561,A1,1.0,A0,A2,A1,A2,A2,A0,A0,A1,19.6,19.6,A1
A1562,A1,20.0,A0,A1,A2,A0,A0,A1,A1,A2,76.0,1588.75,A0
A1563,A0,9.0,A0,A0,A0,A0,A0,A0,A0,A0,99.3,918.75,A0
A1564,A0,12.0,A0,A2,A1,A2,A2,A1,A1,A1,26.4,314.95,A0
A1565,A0,72.0,A0,A0,A2,A1,A0,A2,A0,A0,111.9,8071.05,A0
A1566,A0,53.0,A0,A1,A0,A0,A1,A2,A0,A1,69.7,3729.6,A0
A1567,A0,44.0,A0,A0,A2,A1,A1,A0,A0,A0,84.8,3626.35,A0
A1568,A0,12.0,A0,A2,A1,A2,A2,A2,A1,A2,21.05,262.05,A0
A1569,A0,23.0,A0,A2,A1,A2,A2,A1,A1,A0,19.3,486.2,A0
A1570,A0,15.0,A0,A1,A0,A1,A0,A0,A0,A1,69.5,1071.4,A0
A1571,A0,72.0,A0,A0,A0,A1,A0,A2,A0,A0,114.3,8058.55,A0
A1572,A1,9.0,A0,A0,A2,A0,A1,A0,A0,A3,74.85,708.2,A0
A1573,A0,21.0,A0,A2,A1,A2,A2,A1,A1,A2,20.5,429.55,A0
A1574,A1,3.0,A0,A0,A2,,A0,A0,A1,A3,85.8,272.2,A1
A1575,A0,9.0,A1,A1,A2,A0,A1,A0,A1,A1,40.65,328.95,A1
A1576,A1,71.0,A0,A0,A0,A1,A0,A2,A0,A0,115.15,8078.1,A0
A1577,A1,47.0,A0,A0,A0,A1,A0,A0,A0,A3,106.35,4849.1,A0
A1578,A0,69.0,A1,A1,A2,A1,A1,A1,A0,A0,29.8,2134.3,A0
A1579,A0,12.0,A0,A0,A2,A0,A0,A0,A0,A1,99.95,1132.75,A1
A1580,A1,62.0,A0,A1,A2,,A1,A1,A0,A2,70.75,4263.45,A0
A1581,A0,2.0,A0,A0,A2,A0,A0,A0,A0,A3,94.0,181.7,A1
A1582,A1,2.0,A0,A0,A0,A0,A1,A0,A0,A3,91.15,168.5,A0
A1583,A1,67.0,A0,A2,A1,A2,A2,A2,A1,A1,19.65,1335.2,A0
A1584,A0,70.0,A0,A0,A0,A1,A1,A2,A0,A0,101.1,6994.8,A0
A1585,A0,3.0,A0,A0,A2,A0,A1,A0,A1,A1,75.0,209.1,A1
A1586,A0,43.0,A0,A1,A2,A0,A1,A1,A0,A1,56.35,2391.15,A0
A1587,A1,5.0,A1,A1,A2,A0,A0,A0,A1,A3,45.7,198.0,A1
A1588,A1,14.0,A0,A0,A2,A1,A1,A0,A1,A3,75.35,1025.95,A1
A1589,A0,31.0,A0,A0,A2,A1,A1,A0,A0,A2,96.6,2877.95,A0
A1590,A1,72.0,A1,A1,A2,A1,A0,A2,A0,A0,53.8,3952.45,A0
A1591,A0,1.0,A0,A0,A2,A0,A1,A0,A1,A3,74.7,74.7,A0
A1592,A0,2.0,A0,A0,A2,A0,A1,A0,A0,A3,76.5,162.45,A1
A1593,A0,65.0,A0,A1,A0,,A0,,A1,A0,72.45,4653.85,A1
A1594,A1,5.0,A0,A0,A2,A0,A1,A0,A0,A3,69.35,341.6,A0
A1595,A1,63.0,A0,A1,A0,A1,A0,,A0,A0,80.3,4995.35,A0
A1596,A0,57.0,A1,A1,A2,A1,A0,A0,A0,A3,53.75,3196.0,A0
A1597,A0,15.0,A0,A2,A1,A2,A2,A0,A0,A3,20.0,288.05,A1
A1598,A0,45.0,A0,A1,A0,A1,A0,A1,A1,A0,78.75,3600.65,A0
A1599,A1,49.0,A0,A0,A2,A0,A0,A0,A0,A2,95.4,4613.95,A0
A1600,A1,48.0,A0,A0,A2,A1,A0,A0,A0,A3,103.85,4946.05,A0
A1601,A0,52.0,A0,A0,A2,A1,A0,A0,A0,A3,104.2,5568.35,A1
A1602,A1,66.0,A1,A1,A0,A1,A1,A1,A1,A2,45.55,3027.25,A0
A1603,A0,43.0,A0,A0,A2,A0,A1,A0,A0,A3,75.2,3198.6,A1
A1604,A0,14.0,A0,A1,A2,A0,A1,A1,A1,A3,44.6,641.25,A0
A1605,A1,58.0,A0,A0,A2,A1,A0,,A0,A0,102.1,5885.4,A1
A1606,A0,1.0,A0,A1,A2,A0,A1,A0,A1,A1,44.6,44.6,A0
A1607,A1,1.0,A0,A2,A1,A2,A2,,A0,A1,20.2,20.2,A1
A1608,A0,1.0,A0,A1,A2,A1,A1,A0,A0,A3,50.5,50.5,A1
A1609,A1,,A0,A0,A0,A1,A0,A1,A0,A2,104.45,4162.05,A0
A1610,A1,7.0,A0,A1,A0,A0,A1,,A0,A1,51.3,419.35,A0
A1611,A0,64.0,A0,A0,A2,A1,A0,A1,A0,A0,104.65,6889.8,A0
A1612,A1,24.0,A0,A0,A2,A1,A0,A2,A0,A3,96.55,2263.45,A0
A1613,A1,52.0,A0,A0,A2,A1,A1,,A0,A2,84.05,4326.8,A0
A1614,A0,47.0,A0,A2,A1,A2,A2,A0,A1,A3,25.4,1139.2,A0
A1615,A1,4.0,A0,A0,A2,A0,A0,A0,A0,A3,95.45,396.1,A1
A1616,A1,20.0,A0,A0,A2,A1,A1,A0,A0,A2,89.4,1871.15,A0
A1617,A1,1.0,A0,A0,A2,A0,A1,,A0,A3,85.7,85.7,A1
A1618,A0,52.0,A0,A0,A0,A0,A0,A0,A0,A2,93.25,4631.7,A0
A1619,A0,1.0,A0,A1,A2,A0,A1,A0,A0,A3,53.95,53.95,A1
A1620,A1,11.0,A0,A0,A2,A0,A1,A0,A0,A0,96.2,1222.05,A1
A1621,A1,70.0,A1,A1,A0,A1,A1,A2,A0,A2,44.6,3058.15,A0
A1622,A0,60.0,A0,A0,A2,A1,A1,A1,A0,A2,95.4,5812.0,A0
A1623,A1,65.0,A0,A0,A2,,A0,A1,A0,A2,103.9,6767.1,A0
A1624,A0,,A0,A2,A1,A2,A2,A0,A1,A2,19.65,19.65,A0
A1625,A0,26.0,A0,A0,A0,A0,A1,A0,A0,A0,86.65,2208.75,A0
A1626,A0,43.0,A1,A1,A0,A0,A1,A0,A1,A0,29.3,1224.05,A0
A1627,A0,72.0,A1,A1,A2,A1,A1,A2,A1,A1,48.9,3527.0,A0
A1628,A0,34.0,A0,A0,A0,A1,A0,A1,A0,A3,99.85,3343.15,A0
A1629,A1,42.0,A0,A1,A2,A0,A1,,A0,A3,50.25,2203.65,A1
A1630,A1,30.0,A0,A1,A0,A1,A0,A1,A1,A2,85.35,2530.4,A1
A1631,A1,53.0,A0,A0,A0,A0,A0,,A0,A1,96.75,5206.55,A0
A1632,A0,6.0,A0,A0,A2,A0,A1,A0,A0,A0,80.5,463.05,A1
A1633,A0,68.0,A0,A0,A2,A1,A1,A2,A1,A0,80.35,5375.15,A0
A1634,A1,56.0,A0,A0,A2,,A0,A1,A1,A2,88.9,4968.0,A0
A1635,A1,69.0,A0,A2,A1,,A2,A2,A1,A2,24.25,1641.8,A0
A1636,A0,59.0,A1,A1,A2,A1,A1,A1,A1,A1,34.8,1980.3,A0
A1637,A0,19.0,A0,A0,A2,A0,A0,A0,A0,A3,83.65,1465.75,A1
A1638,A0,5.0,A0,A1,A2,A1,A1,A0,A1,A3,50.35,237.25,A1
A1639,A1,58.0,A0,A1,A2,A0,A1,A1,A0,A1,44.1,2413.05,A0
A1640,A0,60.0,A0,A1,A2,A1,A0,A1,A1,A1,79.0,4801.1,A0
A1641,A0,56.0,A0,A1,A0,A0,A0,A1,A0,A2,75.75,4284.65,A0
A1642,A1,26.0,A0,A1,A2,A0,A1,A0,A0,A1,49.5,1265.65,A0
A1643,A1,3.0,A0,A0,A2,A0,A1,A0,A0,A3,75.8,246.3,A1
A1644,A1,54.0,A0,A1,A0,A1,A0,A2,A1,A0,91.3,4965.0,A0
A1645,A0,9.0,A0,A0,A2,A0,A1,A0,A0,A3,85.5,791.7,A0
A1646,A1,1.0,A1,A1,A2,A0,A1,A0,A1,A1,30.55,30.55,A0
A1647,A0,1.0,A0,A1,A2,A1,A1,A0,A1,A1,55.05,55.05,A0
A1648,A0,35.0,A0,A0,A2,A1,A1,A0,A1,A3,95.5,3418.2,A0
A1649,A0,30.0,A0,A1,A2,A0,A1,A0,A1,A3,49.9,1441.95,A0
A1650,A0,5.0,A0,A0,A2,A1,A1,A0,A0,A3,92.5,452.7,A1
A1651,A0,30.0,A0,A2,A1,A2,A2,A1,A1,A0,20.7,587.1,A0
A1652,A1,28.0,A0,A0,A2,A0,A0,A0,A0,A3,81.05,2227.1,A1
A1653,A1,71.0,A0,A1,A0,A1,A1,A2,A1,A1,71.1,5224.95,A0
A1654,A1,49.0,A0,A1,A0,A1,A1,A2,A1,A2,67.4,3306.85,A0
A1655,A0,21.0,A0,A1,A2,A0,A1,A0,A1,A1,45.65,985.05,A0
A1656,A1,5.0,A0,A0,A2,A1,A0,A0,A0,A3,100.5,514.0,A1
A1657,A0,24.0,A0,A0,A2,A0,A1,,A0,A3,78.85,1772.25,A1
A1658,A0,33.0,A0,A2,A1,A2,A2,,A1,A1,20.6,690.25,A0
A1659,A1,18.0,A0,A0,A0,A1,A1,A0,A1,A3,77.8,1358.6,A0
A1660,A1,50.0,A0,A0,A2,A0,A1,A2,A1,A0,70.35,3533.6,A0
A1661,A1,,A0,A1,A2,A0,A0,A0,A0,A0,76.15,1992.95,A0
A1662,A1,13.0,A0,A1,A0,A1,A0,A2,A1,A0,88.95,1161.75,A0
A1663,A1,53.0,A0,A0,A0,A1,A1,A1,A1,A1,98.6,5311.85,A0
A1664,A0,17.0,A0,A2,A1,A2,A2,A2,A0,A1,25.15,412.6,A0
A1665,A0,28.0,A0,A1,A0,A0,A1,A1,A0,A0,54.4,1516.6,A0
A1666,A1,24.0,A0,A0,A0,A1,A1,A1,A1,A2,83.15,2033.05,A0
A1667,A0,2.0,A0,A1,A2,A0,A1,A0,A1,A1,44.95,85.15,A1
A1668,A1,64.0,A0,A0,A2,,A0,A0,A0,A2,108.95,7111.3,A0
A1669,A1,60.0,A0,A0,A0,A0,A0,A0,A0,A0,94.1,5475.9,A0
A1670,A0,16.0,A0,A2,A1,A2,A2,A0,A1,A0,19.75,294.9,A0
A1671,A1,3.0,A0,A0,A2,A0,A1,A0,A0,A3,74.95,212.4,A0
A1672,A1,29.0,A0,A1,A0,A0,A1,A1,A0,A3,55.25,1620.2,A0
A1673,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A1,69.1,69.1,A1
A1674,A1,48.0,A0,A0,A2,A0,A0,A1,A0,A1,82.05,4029.95,A1
A1675,A1,72.0,A0,A0,A0,A1,A0,A2,A0,A0,109.5,7854.9,A0
A1676,A1,46.0,A0,A1,A2,A1,A0,A2,A1,A1,79.2,3593.8,A0
A1677,A1,63.0,A0,A1,A0,A1,A1,A2,A0,A0,79.85,4861.45,A0
A1678,A0,35.0,A0,A1,A2,A1,A1,A0,A0,A3,59.6,2094.9,A0
A1679,A0,56.0,A0,A1,A0,A0,A0,A2,A0,A0,75.85,4261.2,A0
A1680,A0,55.0,A0,A0,A2,A1,A0,A1,A0,A3,104.15,5743.05,A1
A1681,A1,70.0,A1,A1,A2,A1,A0,A2,A0,A2,58.35,4214.25,A0
A1682,A0,8.0,A0,A1,A0,A1,A1,A0,A0,A1,54.75,445.85,A0
A1683,A1,9.0,A0,A0,A2,A1,A0,A0,A1,A2,93.0,870.25,A0
A1684,A1,72.0,A0,A0,A2,A1,A0,A2,A0,A3,97.85,6841.3,A0
A1685,A0,3.0,A1,A1,A2,A0,A0,A0,A0,A3,35.15,99.75,A1
A1686,A0,69.0,A0,A2,A1,A2,A2,,A1,A2,20.2,1376.5,A0
A1687,A1,48.0,A0,A1,A0,A0,A0,A2,A1,A3,79.65,3870.3,A0
A1688,A1,6.0,A1,A1,A0,A1,A0,A2,A0,A1,63.4,348.8,A0
A1689,A0,8.0,A0,A1,A2,A0,A1,A1,A0,A1,43.45,345.5,A0
A1690,A0,20.0,A0,A0,A2,A0,A0,A0,A1,A3,89.95,1648.45,A0
A1691,A1,3.0,A0,A0,A2,A0,A1,A0,A1,A2,74.4,215.8,A1
A1692,A0,10.0,A0,A2,A1,A2,A2,A0,A1,A0,20.0,198.7,A0
A1693,A1,61.0,A0,A2,A1,A2,A2,A2,A0,A1,24.1,1551.6,A0
A1694,A0,25.0,A0,A2,A1,A2,A2,A1,A0,A2,20.95,495.15,A0
A1695,A0,1.0,A0,A0,A2,A0,A1,A0,A0,A3,75.9,75.9,A1
A1696,A1,55.0,A0,A0,A0,A0,A1,,A0,A3,85.1,4600.95,A0
A1697,A0,52.0,A0,A0,A0,A1,A0,A0,A0,A3,110.75,5832.0,A0
A1698,A1,28.0,A0,A0,A0,A1,A0,A0,A0,A3,110.85,3204.4,A0
A1699,A0,8.0,A0,A0,A2,A0,A1,A0,A1,A2,70.7,553.4,A0
A1700,A1,16.0,A1,A1,A2,A0,A0,A0,A0,A3,49.95,810.2,A1
